symbol,publishedDate,title,image,site,text,url
IEX,2024-02-06 18:46:06,Idex (IEX) Beats Q4 Earnings and Revenue Estimates,https://cdn.snapi.dev/images/v1/a/p/default32-2263432.jpg,Zacks Investment Research,"Idex (IEX) came out with quarterly earnings of $1.83 per share, beating the Zacks Consensus Estimate of $1.78 per share. This compares to earnings of $2.01 per share a year ago.",https://www.zacks.com/stock/news/2222108/idex-iex-beats-q4-earnings-and-revenue-estimates?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|yseop_template_4-2222108
IEX,2024-02-06 09:15:21,5 Manufacturing Stocks to Buy Despite Weak January Data,https://cdn.snapi.dev/images/v1/b/j/562-2262117.jpg,Zacks Investment Research,"We have narrowed our search to five manufacturing stocks with strong potential for 2024. These are: ETN, CR, PH, HUBB, IEX.",https://www.zacks.com/stock/news/2221590/5-manufacturing-stocks-to-buy-despite-weak-january-data?cid=CS-STOCKNEWSAPI-FT-analyst_blog|investment_ideas-2221590
IEX,2024-02-05 10:21:42,Will Increasing Expenses Dent IDEX's (IEX) Q4 Earnings?,https://cdn.snapi.dev/images/v1/m/p/567-2260200.jpg,Zacks Investment Research,"Weakness in the HST segment, the escalating cost of sales, rising selling, general and administrative expenses and forex woes are likely to hurt IDEX's (IEX) fourth-quarter performance.",https://www.zacks.com/stock/news/2220972/will-increasing-expenses-dent-idex-s-iex-q4-earnings?cid=CS-STOCKNEWSAPI-FT-analyst_blog|earnings_preview-2220972
IEX,2024-02-02 10:21:11,Unveiling Idex (IEX) Q4 Outlook: Wall Street Estimates for Key Metrics,https://cdn.snapi.dev/images/v1/6/m/default39-2257854.jpg,Zacks Investment Research,Get a deeper insight into the potential performance of Idex (IEX) for the quarter ended December 2023 by going beyond Wall Street's top -and-bottom-line estimates and examining the estimates for some of its key metrics.,https://www.zacks.com/stock/news/2220183/unveiling-idex-iex-q4-outlook-wall-street-estimates-for-key-metrics?cid=CS-STOCKNEWSAPI-FT-fundamental_analysis|nfm_preview-2220183
IEX,2024-02-02 06:31:05,Strength Seen in IDEX (IEX): Can Its 4.1% Jump Turn into More Strength?,https://cdn.snapi.dev/images/v1/a/1/default165-2257275.jpg,Zacks Investment Research,IDEX (IEX) was a big mover last session on higher-than-average trading volume. The latest trend in earnings estimate revisions might not help the stock continue moving higher in the near term.,https://www.zacks.com/stock/news/2219986/strength-seen-in-idex-iex-can-its-4-1-jump-turn-into-more-strength?cid=CS-STOCKNEWSAPI-FT-tale_of_the_tape|daily_price_change_3%-2219986
IEX,2024-02-01 19:17:53,3 Water Stocks With the Potential to Make Investors Wealthy,https://cdn.snapi.dev/images/v1/y/h/water-4-1600-2256984.jpg,InvestorPlace,"For investors that want to maximize their probabilities of long-term success, water industry stocks could be a no-brainer. Fundamentally, the bullish narrative centers on permanent relevance.",https://investorplace.com/2024/02/3-water-stocks-with-the-potential-to-make-investors-wealthy/
IEX,2024-01-17 09:46:35,Here's Why You Should Hold IDEX (IEX) in Your Portfolio Now,https://cdn.snapi.dev/images/v1/p/a/1276-2232661.jpg,Zacks Investment Research,"IDEX (IEX) benefits from strength across its FSD segment, acquired businesses and shareholder-friendly policies. However, the softness in its HST unit is concerning.",https://www.zacks.com/stock/news/2211287/here-s-why-you-should-hold-idex-iex-in-your-portfolio-now
IEX,2024-01-12 13:32:27,Why Idex (IEX) is Poised to Beat Earnings Estimates Again,https://cdn.snapi.dev/images/v1/e/a/default25-2227908.jpg,Zacks Investment Research,Idex (IEX) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.,https://www.zacks.com/stock/news/2209681/why-idex-iex-is-poised-to-beat-earnings-estimates-again
IEX,2024-01-09 12:47:16,Fire & Safety Products Unit Aids IDEX (IEX) Amid Cost Woes,https://cdn.snapi.dev/images/v1/w/b/default279-2222684.jpg,Zacks Investment Research,"IDEX (IEX) is benefiting from the solid momentum in the FSD segment and accretive acquisitions. However, cost inflation remains a concern for the company.",https://www.zacks.com/stock/news/2207558/fire-safety-products-unit-aids-idex-iex-amid-cost-woes
IEX,2024-01-08 15:24:00,IDEX Corporation to Webcast Fourth Quarter 2023 Earnings Call,https://cdn.snapi.dev/images/v1/5/w/conf9-2221067.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX Corporation (NYSE:IEX) announced today that it has scheduled the broadcast of the company's fourth quarter earnings conference call over the internet on Wednesday, February 7, 2024 at 9:30 a.m. CT. Chief Executive Officer and President Eric Ashleman and Senior Vice President and Chief Financial Officer Abhi Khandelwal will discuss the company's fourth quarter financial performance, and respond to questions from the financial community. IDEX invites intere.",https://www.businesswire.com/news/home/20240108600246/en/IDEX-Corporation-to-Webcast-Fourth-Quarter-2023-Earnings-Call/
IEX,2023-11-24 12:49:23,Why Is Idex (IEX) Up 2.1% Since Last Earnings Report?,https://cdn.snapi.dev/images/v1/r/d/default6-2171070.jpg,Zacks Investment Research,Idex (IEX) reported earnings 30 days ago. What's next for the stock?,https://www.zacks.com/stock/news/2189192/why-is-idex-iex-up-2-1-since-last-earnings-report
IEX,2023-11-22 11:17:42,Here's Why Hold Strategy is Apt for IDEX (IEX) Stock Now,https://cdn.snapi.dev/images/v1/i/c/567-2169088.jpg,Zacks Investment Research,Solid momentum in the fire and rescue businesses within the FSD segment and accretive acquisitions augur well for IDEX (IEX). The company's measures to reward its shareholders are encouraging.,https://www.zacks.com/stock/news/2187901/here-s-why-hold-strategy-is-apt-for-idex-iex-stock-now
IEX,2023-10-26 16:58:05,IDEX Corporation (IEX) Q3 2023 Earnings Call Transcript,https://cdn.snapi.dev/images/v1/k/z/transcript17-2124426.jpg,Seeking Alpha,"IDEX Corporation (NYSE:IEX ) Q3 2023 Results Conference Call October 26, 2023 10:30 AM ET Company Participants Allison Lausas - Interim CFO & CAO Eric Ashleman - CEO and President Conference Call Participants Deane Dray - RBC Capital Markets Mike Halloran - Robert W. Baird Nathan Jones - Stifel Allison Poliniak - Wells Fargo Vlad Bystricky - Citigroup Rob Wertheimer - Melius Research Andrew Buscaglia - BNP Brett Linzey - Mizuho Joe Giordano - TD Cowen Operator Greetings, and welcome to IDEX Corporation's Third Quarter 2023 Earnings Conference Call.",https://seekingalpha.com/article/4644091-idex-corporation-iex-q3-2023-earnings-call-transcript
IEX,2023-10-26 08:16:29,"IDEX (IEX) Q3 Earnings Beat Estimates, Revenues Down Y/Y",https://cdn.snapi.dev/images/v1/u/h/default122-2122547.jpg,Zacks Investment Research,IDEX's (IEX) third-quarter 2023 revenues decrease 3.7% due to lower sales in the Fluid & Metering Technologies and Health & Science Technologies segments.,https://www.zacks.com/stock/news/2172425/idex-iex-q3-earnings-beat-estimates-revenues-down-y-y
IEX,2023-10-25 19:32:16,"Compared to Estimates, Idex (IEX) Q3 Earnings: A Look at Key Metrics",https://cdn.snapi.dev/images/v1/e/0/default4-2121504.jpg,Zacks Investment Research,"While the top- and bottom-line numbers for Idex (IEX) give a sense of how the business performed in the quarter ended September 2023, it could be worth looking at how some of its key metrics compare to Wall Street estimates and year-ago values.",https://www.zacks.com/stock/news/2172170/compared-to-estimates-idex-iex-q3-earnings-a-look-at-key-metrics
IEX,2023-10-17 14:17:07,Will Increasing Expenses Dent IDEX's (IEX) Q3 Earnings?,https://cdn.snapi.dev/images/v1/y/b/1672-2107374.jpg,Zacks Investment Research,"Weakness in the HST segment, escalating cost of sales, rising selling, general and administrative expenses and forex woes are likely to hurt IDEX's (IEX) Q3 performance.",https://www.zacks.com/stock/news/2167476/will-increasing-expenses-dent-idex-s-iex-q3-earnings
IEX,2023-10-06 12:16:33,IDEX: Current Health And Science Segment Weakness Creates A Good Entry Point,https://cdn.snapi.dev/images/v1/6/j/image-1303278496-2093512.jpg,Seeking Alpha,"IDEX is a well-diversified industrial equipment manufacturer benefiting from industrial 4.0 trends. The company's growth is driven by organic expansion and strategic acquisitions in fluid & metering, health & science, and fire & safety technologies. Weakness in the Health & Science segment is a short-term setback, but the stock is undervalued, making it an attractive investment prospect.",https://seekingalpha.com/article/4639405-idex-current-health-science-segment-weakness-creates-good-entry-point
IEX,2023-09-27 13:37:00,IDEX Corporation to Webcast Third Quarter 2023 Earnings Call,https://cdn.snapi.dev/images/v1/j/x/conf5-2080494.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX Corporation (NYSE:IEX) announced today that it has scheduled the broadcast of the company's third quarter earnings conference call over the internet on Thursday, October 26, 2023 at 9:30 a.m. CT. Chief Executive Officer and President Eric Ashleman and Interim Chief Financial Officer Allison Lausas will discuss the company's third quarter financial performance, and respond to questions from the financial community. IDEX invites interested investors to list.",https://www.businesswire.com/news/home/20230927568415/en/IDEX-Corporation-to-Webcast-Third-Quarter-2023-Earnings-Call/
IEX,2023-09-25 12:46:05,SXI or IEX: Which Is the Better Value Stock Right Now?,https://cdn.snapi.dev/images/v1/h/y/default13-2076697.jpg,Zacks Investment Research,Investors looking for stocks in the Manufacturing - General Industrial sector might want to consider either Standex International (SXI) or Idex (IEX). But which of these two stocks is more attractive to value investors?,https://www.zacks.com/stock/news/2154975/sxi-or-iex-which-is-the-better-value-stock-right-now
IEX,2023-09-20 13:32:06,Reasons Why You Should Avoid Betting on IDEX (IEX) Stock Now,https://cdn.snapi.dev/images/v1/x/6/562-2071556.jpg,Zacks Investment Research,"Increasing costs, forex woes and weakness in the HST segment due to inventory destocking in the biopharma and semiconductor end markets are weighing on IDEX's (IEX) performance.",https://www.zacks.com/stock/news/2153302/reasons-why-you-should-avoid-betting-on-idex-iex-stock-now
IEX,2023-08-22 18:48:16,SXI or IEX: Which Is the Better Value Stock Right Now?,https://cdn.snapi.dev/images/v1/u/d/default6-2033308.jpg,Zacks Investment Research,Investors interested in Manufacturing - General Industrial stocks are likely familiar with Standex International (SXI) and Idex (IEX). But which of these two stocks presents investors with the better value opportunity right now?,https://www.zacks.com/stock/news/2139282/sxi-or-iex-which-is-the-better-value-stock-right-now
IEX,2023-07-27 18:32:34,Is IDEX Corp (IEX) Modestly Undervalued? A Comprehensive Analysis,https://cdn.snapi.dev/images/v1/h/o/diversified-machinery21-1993554.jpg,GuruFocus,"On July 27, 2023, IDEX Corp ( IEX , Financial) recorded a daily gain of 3.23%, with an Earnings Per Share (EPS) (EPS) of 7.72. This article aims to explore the question: Is IDEX Corp (IEX) modestly undervalued?",https://www.gurufocus.com/news/2051170/is-idex-corp-iex-modestly-undervalued-a-comprehensive-analysis
IEX,2023-07-27 17:03:10,IDEX Corporation (IEX) Q2 2023 Earnings Call Transcript,https://cdn.snapi.dev/images/v1/i/7/transcript17-1993385.jpg,Seeking Alpha,"IDEX Corporation (NYSE:IEX ) Q2 2023 Earnings Call Transcript July 27, 2023 10:30 AM ET Company Participants Allison Lausas - VP & CAO Eric Ashleman - CEO, President & Director William Grogan - CFO & SVP Conference Call Participants Michael Halloran - Robert W. Baird & Co. Deane Dray - RBC Capital Markets Allison Poliniak - Wells Fargo Securities Vlad Bystricky - Citigroup Joe Giordano - TD Cowen Nathan Jones - Stifel, Nicolaus & Company Robert Wertheimer - Melius Research Operator Greetings and welcome to the IDEX Corporation Earnings Conference Call Second Quarter 2023.",https://seekingalpha.com/article/4620733-idex-corporation-iex-q2-2023-earnings-call-transcript
IEX,2023-07-27 10:12:58,"IDEX (IEX) Q2 Earnings Beat Estimates, Lowers 2023 EPS View",https://cdn.snapi.dev/images/v1/s/g/567-1992211.jpg,Zacks Investment Research,"IDEX's (IEX) Q2 earnings results reflect gains from solid segmental performances. However, the company lowered its earnings guidance for 2023.",https://www.zacks.com/stock/news/2128741/idex-iex-q2-earnings-beat-estimates-lowers-2023-eps-view
IEX,2023-07-26 21:26:10,Here's What Key Metrics Tell Us About Idex (IEX) Q2 Earnings,https://cdn.snapi.dev/images/v1/3/d/default14-1990883.jpg,Zacks Investment Research,"While the top- and bottom-line numbers for Idex (IEX) give a sense of how the business performed in the quarter ended June 2023, it could be worth looking at how some of its key metrics compare to Wall Street estimates and year-ago values.",https://www.zacks.com/stock/news/2128434/here-s-what-key-metrics-tell-us-about-idex-iex-q2-earnings
IEX,2023-07-26 19:56:23,Idex (IEX) Q2 Earnings Beat Estimates,https://cdn.snapi.dev/images/v1/b/g/default9-1990777.jpg,Zacks Investment Research,"Idex (IEX) came out with quarterly earnings of $2.18 per share, beating the Zacks Consensus Estimate of $2.12 per share. This compares to earnings of $2.02 per share a year ago.",https://www.zacks.com/stock/news/2128383/idex-iex-q2-earnings-beat-estimates
IEX,2023-07-18 12:50:35,What's in the Cards for IDEX (IEX) This Earnings Season?,https://cdn.snapi.dev/images/v1/w/u/1672-1976471.jpg,Zacks Investment Research,"Softness across pharma, biopharma and nutrition end markets within the material processing technology business is likely to have hurt IDEX's (IEX) Q2 performance.",https://www.zacks.com/stock/news/2123175/what-s-in-the-cards-for-idex-iex-this-earnings-season
IEX,2023-06-29 12:54:20,DOV vs. IEX: Which Stock Is the Better Value Option?,https://cdn.snapi.dev/images/v1/w/s/default41-1953840.jpg,Zacks Investment Research,Investors looking for stocks in the Manufacturing - General Industrial sector might want to consider either Dover Corporation (DOV) or Idex (IEX). But which of these two stocks is more attractive to value investors?,https://www.zacks.com/stock/news/2114891/dov-vs-iex-which-stock-is-the-better-value-option
IEX,2023-06-27 15:47:00,IDEX Corporation to Webcast Second Quarter 2023 Earnings Call,https://cdn.snapi.dev/images/v1/4/a/conf15-1950387.jpg,Business Wire,"NORTHBROOK, Ill.--(BUSINESS WIRE)--IDEX Corporation (NYSE:IEX) announced today that it has scheduled the broadcast of the company's second quarter earnings conference call over the internet on Thursday, July 27, 2023 at 9:30 a.m. CT. Chief Executive Officer and President Eric Ashleman and Senior Vice President and Chief Financial Officer William Grogan will discuss the company's second quarter financial performance, and respond to questions from the financial community. IDEX invites interested.",https://www.businesswire.com/news/home/20230627715739/en/IDEX-Corporation-to-Webcast-Second-Quarter-2023-Earnings-Call/
IEX,2023-06-04 05:18:54,IDEX: A Wealth Compounder You Probably Don't Know,https://cdn.snapi.dev/images/v1/s/t/image-184136418-1919864.jpg,Seeking Alpha,"IDEX Corporation is a high-quality compounder in the industrial sector with a strong dividend track record and consistent growth. The company's capital deployment priorities include organic growth, targeted M&A, dividend payouts, and opportunistic share buybacks. Although the current valuation is fair, investors may consider an entry point closer to $180 to balance long-term potential with potential market risks.",https://seekingalpha.com/article/4609271-idex-wealth-compounder-you-probably-dont-know
IEX,2023-06-02 11:37:23,IDEX Corporation: Dealmaking Machine At Work,https://cdn.snapi.dev/images/v1/0/w/image-1403479106-1918908.jpg,Seeking Alpha,"IDEX Corporation has seen continued operating momentum. The company continues its practice of combining organic growth with bolt-on dealmaking. I like the positioning and track record of the IDEX Corporation business, as much is to like, except for a still demanding valuation.",https://seekingalpha.com/article/4609073-idex-corporation-dealmaking-machine-at-work
IEX,2023-06-01 11:37:34,9 Upcoming Dividend Increases,https://cdn.snapi.dev/images/v1/s/a/image-674952306-1916993.jpg,Seeking Alpha,"All these stocks have at least five fiscal years of dividend growth history and come from the U.S. Dividend Champions List. They have an average increase of 6.7% and a median increase of 7.1%. There are nine increases for next week, down from eleven last week.",https://seekingalpha.com/article/4608786-9-upcoming-dividend-increases
IEX,2023-06-01 09:19:13,5 Stocks to Watch on Dividend Hikes Amid Economic Turmoil,https://cdn.snapi.dev/images/v1/u/w/bank14-1916611.jpg,Zacks Investment Research,"Investors may keep a tab on stocks like LOW, NTES, CM, HLNE and IEX, which have lately hiked their dividend payments.",https://www.zacks.com/stock/news/2102466/5-stocks-to-watch-on-dividend-hikes-amid-economic-turmoil
IEX,2023-05-29 11:50:08,IDEX's (IEX) 5.9% Gain in One Year Raises Longevity Questions,https://cdn.snapi.dev/images/v1/b/n/diversified-machinery20-1911293.jpg,Zacks Investment Research,IDEX (IEX) benefits from strength in its Fluid & Metering Technologies segment and growth investments. Its shareholder-friendly measures are encouraging.,https://www.zacks.com/stock/news/2100980/idex-s-iex-5-9-gain-in-one-year-raises-longevity-questions
IEX,2023-05-26 11:50:10,IDEX (IEX) Cheers Investors With 7% Quarterly Dividend Hike,https://cdn.snapi.dev/images/v1/p/u/diversified-machinery9-1909772.jpg,Zacks Investment Research,IDEX (IEX) increases its quarterly dividend by 7% to 64 cents per share. IDEX is also active on the buyback front.,https://www.zacks.com/stock/news/2100290/idex-iex-cheers-investors-with-7-quarterly-dividend-hike
IEX,2023-05-23 11:39:06,IDEX (IEX) Boosts Optical Portfolio With Iridian Buyout,https://cdn.snapi.dev/images/v1/h/h/diversified-machinery15-1903705.jpg,Zacks Investment Research,"IDEX (IEX) completes the Iridian acquisition, expanding its wide array of optical technology offerings. The acquired entity is part of the Health & Science Technology segment.",https://www.zacks.com/stock/news/2098566/idex-iex-boosts-optical-portfolio-with-iridian-buyout
IEX,2023-04-26 19:46:00,Idex (IEX) Q1 Earnings and Revenues Surpass Estimates,https://cdn.snapi.dev/images/v1/r/l/diversified-machinery9-1856718.jpg,Zacks Investment Research,"Idex (IEX) came out with quarterly earnings of $2.09 per share, beating the Zacks Consensus Estimate of $2.03 per share. This compares to earnings of $1.96 per share a year ago.",https://www.zacks.com/stock/news/2085490/idex-iex-q1-earnings-and-revenues-surpass-estimates
IEX,2023-04-26 12:54:44,PH or IEX: Which Is the Better Value Stock Right Now?,https://cdn.snapi.dev/images/v1/c/t/etf18-20-1855657.jpg,Zacks Investment Research,Investors with an interest in Manufacturing - General Industrial stocks have likely encountered both Parker-Hannifin (PH) and Idex (IEX). But which of these two stocks offers value investors a better bang for their buck right now?,https://www.zacks.com/stock/news/2085210/ph-or-iex-which-is-the-better-value-stock-right-now
IEX,2023-04-24 09:33:02,"GAB: A Solid CEF That Beat The Market Last Year, But An Expensive One",https://cdn.snapi.dev/images/v1/0/l/bank48-1850025.jpg,Seeking Alpha,"GAB: A Solid CEF That Beat The Market Last Year, But An Expensive One.",https://seekingalpha.com/article/4595996-gab-a-cef-that-beat-the-market-last-year
IEX,2023-04-19 13:42:27,What's in the Cards for IDEX (IEX) This Earnings Season?,https://cdn.snapi.dev/images/v1/s/a/diversified-machinery32-1844334.jpg,Zacks Investment Research,"IDEX's (IEX) Q1 performance is likely to have been aided by strength in its Fluid & Metering Technologies segment, partly offset by unfavorable price/cost impacts and higher discretionary expenses.",https://www.zacks.com/stock/news/2081467/what-s-in-the-cards-for-idex-iex-this-earnings-season
